"model"	"sno"	"Year"	"Title"	"clean Title + Ontology Terms"	"uniq_project_title"	"ProjectID3"	"uniqProjectID"	"multischool_project"	"ProjectApproach"	"OnotologyTerms"	"Field"	"AppliedTo"	"AppliedValue"	"ProjectField"	"Cancer"	"AI_ML"	"InfectiousDiseases_Covid"	"Water"	"energy"	"medical"	"pollution"	"Category"	"SchoolName"	"school_id"	"school_region"	"zip"	"gender"	"grade"	"award"	"awardvalue"	"Ethnicity"	"Race"	"PerfBySchoolByYr"	"RacePercBySchoolAllYears"	"TotalStudentParticipatedAllYears"	"StudentsByYearBySchool"	"AllGender"	"AllGrade"	"AllEthnicity"	"GenderComp"	"AvgGrade"	"EthnicityComp"	"team_size"	"award_value"	"Total_awardValue"	"TotalProjectFromSchoolAllYears"	"NumberOfYearsParticipated"	"2019Score"	"2019SchoolRank"	"2018Rank"	"isCharter"	"isTitle1"	"NumStudents"	"NumTeachers"	"SpendingPerPupil"	"White%"	"Black%"	"Hispanic%"	"Asian%"	"American_Indian%"	"Pacific_Islander%"	"Two_or_more_races%"	"WhitePercInMSEF"	"BlackPercInMSEF"	"HispanicPercInMSEF"	"AsianPercInMSEF"	"SchoolDiversity"	"MSEFDiversity"	"DeviationEthnicityRep"	"clustord"	"x"	"y"	"cluster"
"x398"	398	2015	"The Causation of Glitches in Pulsars"	"the causation of glitches in pulsars astronomy astronomy Physics"	1	1730	1	NA	"a"	"astronomy"	"astronomy"	NA	3	"Physics"	0	0	0	NA	NA	NA	NA	"Earth_Space_Science"	"Lexington High School"	74	"Northeastern Massachusetts Region IV Science Fair"	"x02421"	"F"	"10th"	"First"	1	"Asian"	"Asian"	10.2083333333333	0.590643274853801	171	29	"F"	"10"	"Asian"	"AllF"	10	"AllAsian"	1	1	49.0583333333333	171	8	91.9	2	13	"N"	"N"	2263	177	16565	0.492	0.037	0.037	0.38	0.001	0	0.053	0.233918128654971	0.00584795321637427	0	0.590643274853801	-0.487801854054271	-0.295711048365617	0.113316291576895	637	7.98168217827633	27.9288757194764	"4"
"x399"	399	2015	"The Effect of Biostimulation Oil Spill Collection on Winter Rye"	"the effect of bio stimulation oil spill collection on winter rye chemical, pollute,plant,nutrition, organism,pollute, agriculture chemistry agriculture environment"	1	1765	1	NA	"a"	"chemical, pollute,plant,nutrition, organism,pollute, agriculture"	"chemistry"	"agriculture"	3	"environment"	0	0	0	NA	NA	NA	NA	"Environmental_Sciences"	"Wachusett Regional High School"	157	"Worcester Region II Science and Engineering Fair"	"x01520"	"F"	"9th"	"First"	1	"Caucasian"	"White"	3.5	0.688311688311688	77	7	"F"	"9"	"Caucasian"	"AllF"	9	"AllWhite"	1	1	28.85	77	8	82.1	54	52	"N"	"N"	2103	143	13024	0.884	0.018	0.048	0.031	0.001	0	0.018	0.688311688311688	0.012987012987013	0.012987012987013	0.0779220779220779	-0.223214595641834	-0.247018255121788	0.0417466360263114	553	66.2589260192566	-127.213203138699	"2"
"x4"	4	2014	"A Sticky Situation"	"a sticky situation material, glue chemistry Chemistry"	1	147	1	NA	"a"	"material, glue"	"chemistry"	NA	2	"Chemistry"	0	0	0	NA	NA	NA	NA	"Chemistry"	"Westfield High School"	166	"Western Massachusetts Region I Science Fair"	"x01085"	"F"	"12th"	"First"	1	"Caucasian"	"White"	2.20833333333333	0.816901408450704	142	18	"F"	"12"	"Caucasian"	"AllF"	12	"AllWhite"	1	1	16.3583333333334	142	8	43.6	228	241	"N"	"Y"	1228	100	14822	0.779	0.024	0.135	0.037	0.002	0	0.02	0.816901408450704	0.00704225352112676	0.0211267605633803	0.0422535211267606	-0.333126068230082	-0.180358685742829	0.0147187960722079	1020	12.2333238348183	14.4187323143246	"4"
"x400"	400	2015	"The Effect of Infrasound Exposure on Drosophila melanogaster"	"the effect of infra sound exposure on drosophila melanogaster organism,insect, fruitfly, drosophila,organism,insect, fruitfly, drosophila,sound acoustics physiology biology"	1	1809	1	NA	"a"	"organism,insect, fruitfly, drosophila,organism,insect, fruitfly, drosophila,sound"	"acoustics"	"physiology"	1	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Wachusett Regional High School"	157	"Worcester Region II Science and Engineering Fair"	"x01520"	"M"	"10th"	"First"	1	"Caucasian"	"White"	3.5	0.688311688311688	77	7	"M"	"10"	"Caucasian"	"AllM"	10	"AllWhite"	1	1	28.85	77	8	82.1	54	52	"N"	"N"	2103	143	13024	0.884	0.018	0.048	0.031	0.001	0	0.018	0.688311688311688	0.012987012987013	0.012987012987013	0.0779220779220779	-0.223214595641834	-0.247018255121788	0.0417466360263114	1680	-24.9721231933967	-68.2596775699518	"9"
"x401"	401	2015	"The Effect of Trans, trans-2 4-deadienal on Invertebrate Reproduction"	"the effect of trans, trans2 4deadienal on invertebrate reproduction chemical,chemical, organic,organism, pollute biochem cellbio environment"	1	79	1	NA	"a"	"chemical,chemical, organic,organism, pollute"	"biochem"	"cellbio"	4	"environment"	0	0	0	NA	NA	NA	NA	"Environmental_Sciences"	"Revere High School"	124	"Northeastern Massachusetts Region IV Science Fair"	"x02151"	"M"	"10th"	"First"	1	"Caucasian"	"White"	1	0.647058823529412	17	1	"M"	"10"	"Caucasian"	"AllM"	10	"AllWhite"	1	1	3.375	17	5	38.1	248	246	"N"	"Y"	1978	133	12705	0.313	0.038	0.559	0.061	0.008	0	0.021	0.647058823529412	0.0588235294117647	0.117647058823529	0.176470588235294	-0.479163200047008	-0.43699343360019	0.320154792387543	171	30.851783701552	-51.1557704713899	"1"
"x402"	402	2015	"The Effect of Traumatic Brain Injuries on D. melanogaster"	"the effect of traumatic brain injuries on d.melanogaster disease, medical,organ,neuroscience,organism,insect, fruitfly, drosophila Biology neuroscience biology"	1	1868	1	NA	"a"	"disease, medical,organ,neuroscience,organism,insect, fruitfly, drosophila"	"Biology"	"neuroscience"	2	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Wachusett Regional High School"	157	"Worcester Region II Science and Engineering Fair"	"x01520"	"M"	"11th"	"First"	1	"Caucasian"	"White"	3.5	0.688311688311688	77	7	"M"	"11"	"Caucasian"	"AllM"	11	"AllWhite"	1	1	28.85	77	8	82.1	54	52	"N"	"N"	2103	143	13024	0.884	0.018	0.048	0.031	0.001	0	0.018	0.688311688311688	0.012987012987013	0.012987012987013	0.0779220779220779	-0.223214595641834	-0.247018255121788	0.0417466360263114	1676	-54.2420258158616	-82.412282594597	"9"
"x403"	403	2015	"The Effects of Nitrogen and Phosphorus Limitation on Nannochloropsis"	"the effects of nitrogen and phosphorus limitation on nannochloropsis chemical, inorganic,chemical,pollute,organism, microbiology, plant, algae chemistry agriculture environment"	1	1927	1	NA	"a"	"chemical, inorganic,chemical,pollute,organism, microbiology, plant, algae"	"chemistry"	"agriculture"	4	"environment"	0	0	0	NA	NA	NA	NA	"Environmental_Sciences"	"Pioneer Charter School of Science II"	114	"Northeastern Massachusetts Region IV Science Fair"	"x01906"	"F"	"9th"	"First"	1	"Other"	NA	1	NA	35	1	"F"	"9"	"Other"	"AllF"	9	"X"	1	1	7.1	35	7	86.6	30	40	"Y"	"Y"	362	35	0	0.282	0.326	0.24	0.135	0	0	0.017	0.142857142857143	0.2	0.0857142857142857	0.285714285714286	-0.60995742541075	-0.507422886937657	0.0817556122448979	535	67.9033442472174	-141.788021023264	"2"
"x404"	404	2015	"The Effects of Taurine on Memory Retention in D. dorotocephala"	"the effects of taurine on memory retention in d.dorotocephala chemical,drug,neuroscience, behaviour,organism,planaria, Dugesia, slug biochem neuroscience biology"	1	1940	1	NA	"a"	"chemical,drug,neuroscience, behaviour,organism,planaria, Dugesia, slug"	"biochem"	"neuroscience"	3	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Massachusetts Academy of Math & Science"	87	"Worcester Region II Science and Engineering Fair"	"x01605"	"F"	"11th"	"First"	1	"Biracial"	"Other"	10.6666666666667	0.024390243902439	123	14	"F"	"11"	"biracial"	"AllF"	11	"AllBiracial"	1	1	57.5833333333333	123	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.268292682926829	0	0.00813008130081301	0.414634146341463	NA	-0.328820288417754	NA	1390	-7.4223404872652	-39.3723939492208	"3"
"x405"	405	2015	"The Handy Phone: Using Accelerometers to Identify People"	"the handy phone using accelerometers to identify people device,device, speed,organism, human, mammal, security electronics social Engineering"	1	1968	1	NA	"d"	"device,device, speed,organism, human, mammal, security"	"electronics"	"social"	2	"Engineering"	0	0	0	NA	NA	NA	NA	"Physics_Electronics"	"Massachusetts Academy of Math & Science"	87	"Worcester Region II Science and Engineering Fair"	"x01605"	"F"	"11th"	"First"	1	"SouthAsian"	"Asian"	10.6666666666667	0.414634146341463	123	14	"F"	"11"	"SouthAsian"	"AllF"	11	"AllSouthAsian"	1	1	57.5833333333333	123	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.268292682926829	0	0.00813008130081301	0.414634146341463	NA	-0.328820288417754	NA	1935	7.38284058840196	42.93514788512	"7"
"x406"	406	2015	"The Purification of Fluoridated Water through the Implementation of Metal Oxides"	"the purification of fluoridated water through the implementation of metal oxides chemical,chemical,chemical,health, water, pure,water chemistry safety environment"	1	2023	1	NA	"m"	"chemical,chemical,chemical,health, water, pure,water"	"chemistry"	"safety"	4	"environment"	0	0	0	NA	NA	NA	NA	"Environmental_Sciences"	"Lexington High School"	74	"Northeastern Massachusetts Region IV Science Fair"	"x02421"	"M"	"11th"	"First"	1	"Asian"	"Asian"	10.2083333333333	0.590643274853801	171	29	"M_M_M"	"11_11_11"	"Asian_SouthAsian_SouthAsian"	"AllM"	11	"2"	3	1	49.0583333333333	171	8	91.9	2	13	"N"	"N"	2263	177	16565	0.492	0.037	0.037	0.38	0.001	0	0.053	0.233918128654971	0.00584795321637427	0	0.590643274853801	-0.487801854054271	-0.295711048365617	0.113316291576895	268	52.1722824386082	-54.1166100470968	"6"
"x409"	409	2015	"Advancing the Cancer Stem Cell Approach for Early Tumorigenesis"	"advancing the cancer stem cell approach for early tumorigenesis cellbio,disease, medical,disease,cancer, medical,method cell biology medical biology"	1	185	1	NA	"a"	"cellbio,disease, medical,disease,cancer, medical,method"	"cell biology"	"medical"	5	"biology"	1	0	0	NA	NA	NA	NA	"Biology"	"Fontbonne Academy"	55	"South Shore Region V Science Fair"	"x02170"	"F"	"10th"	"Second"	0.5	"Asian"	"Asian"	0.5	1	2	1	"F"	"10"	"Asian"	"AllF"	10	"AllAsian"	1	2	1	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	NA	0	NA	1226	-31.2472274960012	38.1505190101838	"12"
"x41"	41	2014	"The Phylogenetic Analysis of the 2009 Swine Influenza (H1N1) Pandemic"	"the phylogenetic analysis of the 2009 swine influenza h1n1 pandemic disease,infectious, medical, virus,genetic,medical,disease,organism, mammal, pig,organism,microbiology, infectious, disease, medical, compsci genetics medical biology"	1	2008	1	NA	"a"	"disease,infectious, medical, virus,genetic,medical,disease,organism, mammal, pig,organism,microbiology, infectious, disease, medical, compsci"	"genetics"	"medical"	8	"biology"	0	0	1	NA	NA	NA	NA	"Biology"	"Lexington High School"	74	"Northeastern Massachusetts Region IV Science Fair"	"x02421"	"F"	"11th"	"Second"	0.5	"Caucasian"	"White"	11.5416666666667	0.233918128654971	171	33	"F_F"	"11_11"	"Caucasian_Caucasian"	"AllF"	11	"AllWhite"	2	2	49.0583333333333	171	8	91.9	2	13	"N"	"N"	2263	177	16565	0.492	0.037	0.037	0.38	0.001	0	0.053	0.233918128654971	0.00584795321637427	0	0.590643274853801	-0.487801854054271	-0.295711048365617	0.113316291576895	2258	-188.647549469951	-13.5682572531377	"10"
"x410"	410	2015	"Applications of Robotic Manipulators with Novel Control Mechanisms"	"applications of robotic manipulators with novel control mechanisms device, electronics, engineering mechanical robotics Engineering"	1	264	1	NA	"d"	"device, electronics, engineering"	"mechanical"	"robotics"	4	"Engineering"	0	0	0	NA	NA	NA	NA	"Engineering"	"Lexington High School"	74	"Northeastern Massachusetts Region IV Science Fair"	"x02421"	"M"	"11th"	"Second"	0.5	"Asian"	"Asian"	10.2083333333333	0.590643274853801	171	29	"M_M"	"11_11"	"Asian_Other"	"AllM"	11	"2"	2	2	49.0583333333333	171	8	91.9	2	13	"N"	"N"	2263	177	16565	0.492	0.037	0.037	0.38	0.001	0	0.053	0.233918128654971	0.00584795321637427	0	0.590643274853801	-0.487801854054271	-0.295711048365617	0.113316291576895	951	16.1038927749235	63.4829913153333	"4"
"x412"	412	2015	"Augmented Reality Sand Table"	"augmented reality sand table social, behaviour mechanical Engineering"	1	298	1	NA	"d"	"social, behaviour"	"mechanical"	NA	3	"Engineering"	0	0	0	NA	NA	NA	NA	"Engineering"	"Martha's Vineyard Regional High School"	85	"South Shore Region V Science Fair"	"x02557"	"M"	"11th"	"Second"	0.5	"Caucasian"	"White"	0.5	0.666666666666667	30	2	"M"	"11"	"Caucasian"	"AllM"	11	"AllWhite"	1	2	4.025	30	6	53.5	189	190	"N"	"Y"	642	72	33741	0.718	0.048	0.157	0.009	0.025	0.006	0.034	0.666666666666667	0.0333333333333333	0	0.0333333333333333	-0.414570950728257	-0.215868923018432	0.0280913333333333	798	9.55286729199866	35.7634021102179	"4"
"x413"	413	2015	"Bacteria, Antibiotic Resistance, and Natural Remedies"	"bacteria, antibiotic resistance, and natural remedies chemical,drug, infectious,drug, medical,organism,microbiology, bacteria biochem medical biology"	1	7	1	NA	"a"	"chemical,drug, infectious,drug, medical,organism,microbiology, bacteria"	"biochem"	"medical"	6	"biology"	0	0	1	NA	NA	NA	NA	"Biochemistry"	"Shrewsbury High School"	130	"Worcester Region II Science and Engineering Fair"	"x01545"	"F"	"10th"	"Second"	0.5	"Other"	NA	2.45833333333333	NA	76	9	"F"	"10"	"Other"	"AllF"	10	"X"	1	2	17.5833333333333	76	8	81.3	60	81	"N"	"N"	1835	122	13045	0.607	0.025	0.08	0.254	0.003	0	0.029	0.105263157894737	0	0	0.644736842105263	-0.462740095616469	-0.225816407140426	0.411440138504155	1456	-29.5329971380696	-65.7483722799626	"3"
"x414"	414	2015	"Decibel Dependency on Frequency in Active Noise Cancellation"	"decibel dependency on frequency in active noise cancellation sound,sound, acoustic acoustics Engineering"	1	534	1	NA	"a"	"sound,sound, acoustic"	"acoustics"	NA	3	"Engineering"	0	0	0	NA	NA	NA	NA	"Physics_Electronics"	"North Quincy High School"	107	"South Shore Region V Science Fair"	"x02171"	"M"	"11th"	"Second"	0.5	"Asian"	"Asian"	0.625	0.618181818181818	55	8	"M"	"11"	"Asian"	"AllM"	11	"AllAsian"	1	2	6.73333333333333	55	8	65.9	136	112	"N"	"N"	1258	90	15756	0.353	0.033	0.026	0.568	0.002	0.001	0.017	0.2	0.0363636363636364	0.0363636363636364	0.618181818181818	-0.42774571559627	-0.373600892479725	0.0260459338842975	1183	18.8567540638455	56.5825768285137	"4"
"x416"	416	2015	"Effect Acidity and Mixing on the Rate of Dissolution of Ibuprofen"	"effect acidity and mixing on the rate of dissolution of ibuprofen chemical,chemical,drug,degrade chemistry medical biology"	1	689	1	NA	"a"	"chemical,chemical,drug,degrade"	"chemistry"	"medical"	3	"biology"	0	0	0	NA	NA	NA	NA	"Chemistry"	"Bancroft School"	11	"Worcester Region II Science and Engineering Fair"	"x01605"	"M"	"11th"	"Second"	0.5	"Caucasian"	"White"	7.66666666666667	0.529411764705882	51	11	"M"	"11"	"Caucasian"	"AllM"	11	"AllWhite"	1	2	23.0416666666667	51	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.529411764705882	0.0196078431372549	0.0588235294117647	0.176470588235294	NA	-0.385028216911998	NA	1648	3.52030393573821	-50.581014549222	"3"
"x417"	417	2015	"Effect of Curcumin on Paraben Induced Dermititis"	"effect of curcumin on paraben induced dermititis chemical, organic,chemical,drug,disease,skin, medical biochem medical biology"	1	697	1	NA	"a"	"chemical, organic,chemical,drug,disease,skin, medical"	"biochem"	"medical"	6	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Massachusetts Academy of Math & Science"	87	"Worcester Region II Science and Engineering Fair"	"x01605"	"F"	"11th"	"Second"	0.5	"SouthAsian"	"Asian"	10.6666666666667	0.414634146341463	123	14	"F"	"11"	"SouthAsian"	"AllF"	11	"AllSouthAsian"	1	2	57.5833333333333	123	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.268292682926829	0	0.00813008130081301	0.414634146341463	NA	-0.328820288417754	NA	1876	-22.9658225879935	-14.9726145874409	"8"
"x418"	418	2015	"Effect of In-Utero Antibiotic Exposure on Obesity in Mature C. elegans"	"effect of inutero antibiotic exposure on obesity in mature c.elegans chemical,drug, infectious,disease,cardiovascular, medical,mature,organism,microbiology, worm biochem biology"	1	713	1	NA	"a"	"chemical,drug, infectious,disease,cardiovascular, medical,mature,organism,microbiology, worm"	"biochem"	NA	5	"biology"	0	0	1	NA	NA	NA	NA	"Biology"	"Bancroft School"	11	"Worcester Region II Science and Engineering Fair"	"x01605"	"M"	"11th"	"Second"	0.5	"Caucasian"	"White"	7.66666666666667	0.529411764705882	51	11	"M"	"11"	"Caucasian"	"AllM"	11	"AllWhite"	1	2	23.0416666666667	51	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.529411764705882	0.0196078431372549	0.0588235294117647	0.176470588235294	NA	-0.385028216911998	NA	1526	-40.1818025338519	-62.6605291290009	"3"
"x419"	419	2015	"Engineering a Mechanical Sunflower: Photovoltaic Tracking of the Sun"	"engineering a mechanical sunflower photo voltaic tracking of the sun energy,energy,light mechanical energy Engineering"	1	835	1	NA	"d"	"energy,energy,light"	"mechanical"	"energy"	4	"Engineering"	0	0	0	NA	NA	NA	NA	"Engineering"	"Falmouth Academy"	53	"South Shore Region V Science Fair"	"x02540"	"M"	"10th"	"Second"	0.5	"Caucasian"	"White"	1.70833333333333	0.690721649484536	97	11	"M"	"10"	"Caucasian"	"AllM"	10	"AllWhite"	1	2	27.6333333333333	97	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.690721649484536	0	0	0.134020618556701	NA	-0.227973849282014	NA	1051	14.0007319508956	44.7539451386716	"4"
"x420"	420	2015	"Facial Recognition Application for Alzheimer's Patients"	"facial recognition application for alzheimers patients disease,neuroscience, medical,organism, human, mammal, medical compsci neuroscience Engineering"	1	886	1	NA	"m"	"disease,neuroscience, medical,organism, human, mammal, medical"	"compsci"	"neuroscience"	5	"Engineering"	0	1	0	NA	NA	NA	NA	"Engineering"	"Lexington High School"	74	"Northeastern Massachusetts Region IV Science Fair"	"x02421"	"M"	"10th"	"Second"	0.5	"Caucasian"	"White"	10.2083333333333	0.233918128654971	171	29	"M"	"10"	"Caucasian"	"AllM"	10	"AllWhite"	1	2	49.0583333333333	171	8	91.9	2	13	"N"	"N"	2263	177	16565	0.492	0.037	0.037	0.38	0.001	0	0.053	0.233918128654971	0.00584795321637427	0	0.590643274853801	-0.487801854054271	-0.295711048365617	0.113316291576895	1909	-14.4864513985042	44.1882702021549	"7"
"x421"	421	2015	"High Throughput Analysis of P. gingivalis LPS Induced Macrophage and G"	"high throughput analysis of p.gingivalis lps induced macrophage and g chemical, organic, protein,organ,immune,organism,microbiology, infectious biochem biology"	1	998	1	NA	"a"	"chemical, organic, protein,organ,immune,organism,microbiology, infectious"	"biochem"	NA	5	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Edward M. Kennedy Academy for Health Careers"	50	"Boston Public Schools Region VI Science Fair"	"x02115"	"F"	"11th"	"Second"	0.5	"Caucasian"	"White"	0.5	0.117647058823529	51	4	"F"	"11"	"Caucasian"	"AllF"	11	"AllWhite"	1	2	3.56666666666666	51	6	23	288	286	"Y"	"Y"	383	40	0	0.037	0.407	0.514	0.008	0.005	0	0.029	0.117647058823529	0.411764705882353	0.411764705882353	0	-0.4333074566346	-0.426691187677931	0.0170427058823529	1725	-17.1984845901037	-50.2544169273014	"8"
"x422"	422	2015	"Human Reaction Time with the Presence of Distractions"	"human reaction time with the presence of distractions behaviour,organism, mammal, human behaviour neuroscience BehavioralAndSocial"	1	1073	1	NA	"a"	"behaviour,organism, mammal, human"	"behaviour"	"neuroscience"	5	"BehavioralAndSocial"	0	0	0	NA	NA	NA	NA	"Behavioral_Science"	"Shrewsbury High School"	130	"Worcester Region II Science and Engineering Fair"	"x01545"	"M"	"10th"	"Second"	0.5	"SouthAsian"	"Asian"	2.45833333333333	0.644736842105263	76	9	"M"	"10"	"SouthAsian"	"AllM"	10	"AllSouthAsian"	1	2	17.5833333333333	76	8	81.3	60	81	"N"	"N"	1835	122	13045	0.607	0.025	0.08	0.254	0.003	0	0.029	0.105263157894737	0	0	0.644736842105263	-0.462740095616469	-0.225816407140426	0.411440138504155	1938	4.39725766156533	23.3952169819265	"7"
"x423"	423	2015	"Identification of Latent HIV-1 Receptor(CD169) Antibody"	"identification of latent hiv1 receptor cd169 antibody ,protein, gene,chemical,drug, infectious,disease,infectious, virus, medical,protein, gene biochem infectious biology"	1	1083	1	NA	"m"	",protein, gene,chemical,drug, infectious,disease,infectious, virus, medical,protein, gene"	"biochem"	"infectious"	8	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Acton-Boxborough Regional High School"	2	"Northeastern Massachusetts Region IV Science Fair"	"x01720"	"F"	"11th"	"Second"	0.5	"Asian"	"Asian"	0.833333333333333	0.555555555555556	45	5	"F"	"11"	"Asian"	"AllF"	11	"AllAsian"	1	2	8.275	45	8	91.4	4	12	"N"	"N"	1837	125	14825	0.568	0.02	0.038	0.325	0.002	0	0.047	0.111111111111111	0	0.0222222222222222	0.555555555555556	-0.453925017098982	-0.284583059745658	0.262552259259259	1717	-94.3761386148674	-29.8120461692294	"8"
"x424"	424	2015	"Linking the Effect of DBP on D. melanogaster Offspring to Asthma"	"linking the effect of dbp on d.melanogaster offspring to asthma baby,chemical, pollute,disease,immune, respire, medical,organism,insect, fruitfly, drosophila biochem medical biology"	1	1202	1	NA	"a"	"baby,chemical, pollute,disease,immune, respire, medical,organism,insect, fruitfly, drosophila"	"biochem"	"medical"	4	"biology"	0	0	0	NA	NA	NA	NA	"Environmental_Sciences"	"Bancroft School"	11	"Worcester Region II Science and Engineering Fair"	"x01605"	"F"	"12th"	"Second"	0.5	"Caucasian"	"White"	7.66666666666667	0.529411764705882	51	11	"F_F"	"12_12"	"Caucasian_Caucasian"	"AllF"	12	"AllWhite"	2	2	23.0416666666667	51	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.529411764705882	0.0196078431372549	0.0588235294117647	0.176470588235294	NA	-0.385028216911998	NA	1678	-50.0907528384715	-140.150313774594	"9"
"x426"	426	2015	"Malariaís Achilles Heel?: Wolbachia Transmission Tendencies"	"malarias achilles heel wolbachia transmission tendencies organism,microbiology, infectious microbiology infectious biology"	1	1151	3	NA	"a"	"organism,microbiology, infectious"	"microbiology"	"infectious"	8	"biology"	0	0	1	NA	NA	NA	NA	"Biology"	"Lexington High School"	74	"Northeastern Massachusetts Region IV Science Fair"	"x02421"	"M"	"11th"	"Second"	0.5	"SouthAsian"	"Asian"	10.2083333333333	0.590643274853801	171	29	"M_M"	"11_11"	"Asian_SouthAsian"	"AllM"	11	"2"	2	2	49.0583333333333	171	8	91.9	2	13	"N"	"N"	2263	177	16565	0.492	0.037	0.037	0.38	0.001	0	0.053	0.233918128654971	0.00584795321637427	0	0.590643274853801	-0.487801854054271	-0.295711048365617	0.113316291576895	1495	-3.7988429055818	2.53835949394886	"3"
"x428"	428	2015	"Oxaprozin Inhibits the Proliferation and Invasion of Prostate Cancer"	"oxaprozin inhibits the proliferation and invasion of prostate cancer chemical, drug,disease, medical,organ biochem medical biology"	1	1374	1	NA	"a"	"chemical, drug,disease, medical,organ"	"biochem"	"medical"	8	"biology"	1	0	0	NA	NA	NA	NA	"Biochemistry"	"Boston Latin School"	22	"Boston Public Schools Region VI Science Fair"	"x02115"	"M"	"11th"	"Second"	0.5	"Asian"	"Asian"	5.04166666666667	0.547169811320755	53	12	"M"	"11"	"Asian"	"AllM"	11	"AllAsian"	1	2	11.475	53	8	93.2	1	1	"N"	"Y"	2440	121	19609	0.468	0.075	0.125	0.286	0.001	0.002	0.043	0.169811320754717	0	0.0377358490566038	0.547169811320755	-0.574219705324769	-0.327759439031697	0.170366190815237	1804	-34.0181120196017	-11.2383590390582	"8"
"x429"	429	2015	"Piriformospora indica and Salt Resistance"	"piriformospora indica and sodium chloride resistance chemical,chemical,fungus,microbiology,organism, microbiology, fungus, piriformospora, pollute ecology environment"	1	1420	1	NA	"a"	"chemical,chemical,fungus,microbiology,organism, microbiology, fungus, piriformospora, pollute"	"ecology"	NA	5	"environment"	0	0	0	NA	NA	NA	NA	"Biology"	"Marlborough High School"	83	"Worcester Region II Science and Engineering Fair"	"x01752"	"F"	"12th"	"Second"	0.5	"Caucasian"	"White"	0.75	1	28	6	"F"	"12"	"Caucasian"	"AllF"	12	"AllWhite"	1	2	3.33333333333333	28	6	34	262	265	"N"	"N"	1075	100	18092	0.414	0.036	0.508	0.018	0.001	0	0.023	1	0	0	0	-0.43204155758783	0	0.60308	203	65.9897562647189	-97.5854416364789	"1"
"x43"	43	2014	"How Gassy Is BHS?"	"how gassy is bhs Environment environment"	1	1048	1	NA	"a"	NA	"Environment"	NA	3	"environment"	0	0	0	NA	NA	NA	NA	"Environmental_Sciences"	"Brockton High School"	26	"South Shore Region V Science Fair"	"x02301"	"F"	"11th"	"Second"	0.5	"African"	"Black"	1	0.366666666666667	30	2	"F_F"	"11_11"	"African_African"	"AllF"	11	"AllBlack"	2	2	4.61666666666667	30	8	14.1	305	298	"N"	"N"	4032	235	15417	0.18	0.626	0.127	0.023	0.003	0.002	0.038	0.3	0.366666666666667	0.0333333333333333	0.1	-0.479827403274939	-0.46586814091395	0.0963562222222222	151	13.3185754075633	18.8212207232503	"1"
"x430"	430	2015	"Real Time Text to Audio Utilizing Google Glass"	"real time text to audio utilizing google glass device,language,sound compsci household ComputerSci"	1	1502	1	NA	"d"	"device,language,sound"	"compsci"	"household"	5	"ComputerSci"	0	0	0	NA	NA	NA	NA	"Computer_Science"	"Massachusetts Academy of Math & Science"	87	"Worcester Region II Science and Engineering Fair"	"x01545"	"M"	"11th"	"Second"	0.5	"Caucasian"	"White"	10.6666666666667	0.268292682926829	123	14	"M"	"11"	"Caucasian"	"AllM"	11	"AllWhite"	1	2	57.5833333333333	123	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.268292682926829	0	0.00813008130081301	0.414634146341463	NA	-0.328820288417754	NA	2097	6.11364902666508	67.9894507736984	"5"
"x431"	431	2015	"Recombination in Simian Adenovirus"	"recombination in simian adenovirus ,gene,organism,microbiology,organism,microbiology, virus genetics infectious biology"	1	1505	1	NA	"a"	",gene,organism,microbiology,organism,microbiology, virus"	"genetics"	"infectious"	4	"biology"	0	0	1	NA	NA	NA	NA	"Biochemistry"	"Boston Latin School"	22	"Boston Public Schools Region VI Science Fair"	"x02115"	"F"	"11th"	"Second"	0.5	"Asian"	"Asian"	5.04166666666667	0.547169811320755	53	12	"F"	"11"	"Asian"	"AllF"	11	"AllAsian"	1	2	11.475	53	8	93.2	1	1	"N"	"Y"	2440	121	19609	0.468	0.075	0.125	0.286	0.001	0.002	0.043	0.169811320754717	0	0.0377358490566038	0.547169811320755	-0.574219705324769	-0.327759439031697	0.170366190815237	2293	-132.711359969712	-24.3055981122354	"10"
